Time	-Fx	-Fy	-Fz	Fres	-	-	-	Marker
2.999	00186.00	-00048.00	00438.00	00478.27	-	-	-	0
3.004	00186.00	-00048.00	00426.00	00467.31	-	-	-	0
3.008	00180.00	-00048.00	00414.00	00453.98	-	-	-	0
3.013	00180.00	-00048.00	00402.00	00443.07	-	-	-	0
3.017	00174.00	-00048.00	00390.00	00429.74	-	-	-	0
3.022	00174.00	-00042.00	00384.00	00423.67	-	-	-	0
3.026	00174.00	-00042.00	00372.00	00412.82	-	-	-	0
3.031	00174.00	-00036.00	00366.00	00406.85	-	-	-	0
3.035	00174.00	-00030.00	00360.00	00400.97	-	-	-	0
3.040	00168.00	-00024.00	00348.00	00387.17	-	-	-	0
3.044	00168.00	-00012.00	00348.00	00386.62	-	-	-	0
3.049	00162.00	-00006.00	00336.00	00373.06	-	-	-	0
3.053	00156.00	00006.00	00330.00	00365.06	-	-	-	0
3.058	00156.00	00012.00	00330.00	00365.21	-	-	-	0
3.062	00150.00	00018.00	00330.00	00362.94	-	-	-	0
3.067	00144.00	00024.00	00324.00	00355.37	-	-	-	0
3.072	00144.00	00030.00	00318.00	00350.37	-	-	-	0
3.076	00138.00	00036.00	00318.00	00348.52	-	-	-	0
3.081	00138.00	00042.00	00312.00	00343.73	-	-	-	0
3.085	00132.00	00042.00	00312.00	00341.37	-	-	-	0
3.090	00132.00	00048.00	00306.00	00336.70	-	-	-	0
3.094	00126.00	00048.00	00300.00	00328.91	-	-	-	0
3.099	00126.00	00054.00	00300.00	00329.84	-	-	-	0
3.103	00126.00	00054.00	00300.00	00329.84	-	-	-	0
3.108	00126.00	00060.00	00300.00	00330.87	-	-	-	0
3.112	00126.00	00060.00	00294.00	00325.44	-	-	-	0
3.117	00132.00	00066.00	00294.00	00328.96	-	-	-	0
3.121	00132.00	00066.00	00288.00	00323.61	-	-	-	0
3.126	00138.00	00072.00	00288.00	00327.37	-	-	-	0
3.130	00138.00	00072.00	00282.00	00322.11	-	-	-	0
3.135	00144.00	00078.00	00282.00	00326.10	-	-	-	0
3.139	00144.00	00078.00	00276.00	00320.93	-	-	-	0
3.144	00144.00	00078.00	00276.00	00320.93	-	-	-	0
3.148	00144.00	00084.00	00276.00	00322.44	-	-	-	0
3.153	00150.00	00084.00	00276.00	00325.16	-	-	-	0
3.157	00150.00	00084.00	00276.00	00325.16	-	-	-	0
3.162	00150.00	00084.00	00276.00	00325.16	-	-	-	0
3.166	00150.00	00084.00	00282.00	00330.27	-	-	-	0
3.171	00156.00	00084.00	00288.00	00338.14	-	-	-	0
3.175	00156.00	00078.00	00294.00	00341.84	-	-	-	0
3.180	00156.00	00078.00	00306.00	00352.22	-	-	-	0
3.184	00162.00	00078.00	00318.00	00365.31	-	-	-	0
3.189	00162.00	00078.00	00330.00	00375.80	-	-	-	0
3.193	00168.00	00078.00	00348.00	00394.22	-	-	-	0
3.198	00174.00	00078.00	00372.00	00418.02	-	-	-	0
3.202	00180.00	00078.00	00390.00	00436.56	-	-	-	0
3.207	00186.00	00072.00	00414.00	00459.54	-	-	-	0
3.212	00192.00	00066.00	00444.00	00488.22	-	-	-	0
3.216	00204.00	00054.00	00474.00	00518.85	-	-	-	0
3.221	00210.00	00048.00	00504.00	00548.11	-	-	-	0
3.225	00222.00	00036.00	00540.00	00584.96	-	-	-	0
3.230	00234.00	00030.00	00576.00	00622.44	-	-	-	0
3.235	00246.00	00018.00	00618.00	00665.41	-	-	-	0
3.239	00258.00	00018.00	00660.00	00708.86	-	-	-	0
3.244	00282.00	00012.00	00708.00	00762.19	-	-	-	0
3.249	00300.00	00012.00	00756.00	00813.44	-	-	-	0
3.253	00318.00	00012.00	00798.00	00859.11	-	-	-	0
3.258	00342.00	00018.00	00846.00	00912.69	-	-	-	0
3.263	00366.00	00018.00	00888.00	00960.64	-	-	-	0
3.267	00390.00	00030.00	00930.00	01008.91	-	-	-	0
3.272	00414.00	00036.00	00966.00	01051.59	-	-	-	0
3.277	00432.00	00048.00	01002.00	01092.21	-	-	-	0
3.282	00444.00	00060.00	01038.00	01130.57	-	-	-	0
3.286	00462.00	00078.00	01068.00	01166.26	-	-	-	0
3.291	00468.00	00090.00	01104.00	01202.47	-	-	-	0
3.296	00480.00	00102.00	01128.00	01230.12	-	-	-	0
3.301	00486.00	00108.00	01152.00	01254.98	-	-	-	0
3.305	00486.00	00120.00	01170.00	01272.59	-	-	-	0
3.310	00486.00	00126.00	01188.00	01289.73	-	-	-	0
3.315	00486.00	00126.00	01194.00	01295.26	-	-	-	0
3.320	00486.00	00132.00	01200.00	01301.39	-	-	-	0
3.324	00480.00	00132.00	01206.00	01304.71	-	-	-	0
3.329	00474.00	00132.00	01200.00	01296.96	-	-	-	0
3.334	00468.00	00132.00	01194.00	01289.22	-	-	-	0
3.339	00468.00	00132.00	01182.00	01278.11	-	-	-	0
3.343	00456.00	00132.00	01170.00	01262.64	-	-	-	0
3.348	00450.00	00126.00	01152.00	01243.17	-	-	-	0
3.353	00438.00	00126.00	01140.00	01227.73	-	-	-	0
3.357	00432.00	00120.00	01122.00	01208.27	-	-	-	0
3.362	00420.00	00120.00	01104.00	01187.27	-	-	-	0
3.367	00408.00	00120.00	01086.00	01166.30	-	-	-	0
3.371	00402.00	00114.00	01068.00	01146.83	-	-	-	0
3.376	00390.00	00114.00	01044.00	01120.28	-	-	-	0
3.380	00378.00	00108.00	01026.00	01098.74	-	-	-	0
3.385	00366.00	00102.00	01002.00	01071.62	-	-	-	0
3.390	00348.00	00102.00	00984.00	01048.70	-	-	-	0
3.394	00336.00	00096.00	00960.00	01021.62	-	-	-	0
3.399	00324.00	00090.00	00936.00	00994.57	-	-	-	0
3.404	00312.00	00084.00	00918.00	00973.20	-	-	-	0
3.408	00300.00	00078.00	00894.00	00946.21	-	-	-	0
3.413	00288.00	00072.00	00864.00	00913.58	-	-	-	0
3.417	00282.00	00066.00	00840.00	00888.53	-	-	-	0
3.422	00270.00	00054.00	00810.00	00855.52	-	-	-	0
3.426	00264.00	00042.00	00780.00	00824.54	-	-	-	0
3.431	00252.00	00036.00	00744.00	00786.34	-	-	-	0
3.436	00246.00	00030.00	00714.00	00755.79	-	-	-	0
3.440	00234.00	00018.00	00684.00	00723.14	-	-	-	0
3.445	00222.00	00012.00	00648.00	00685.08	-	-	-	0
3.449	00216.00	00006.00	00618.00	00654.69	-	-	-	0
3.454	00204.00	00006.00	00588.00	00622.41	-	-	-	0
3.458	00198.00	00000.00	00552.00	00586.44	-	-	-	0
3.463	00186.00	-00006.00	00522.00	00554.18	-	-	-	0
3.467	00180.00	-00006.00	00498.00	00529.57	-	-	-	0
3.472	00168.00	-00012.00	00468.00	00497.39	-	-	-	0
3.476	00162.00	-00012.00	00450.00	00478.42	-	-	-	0
3.481	00156.00	-00012.00	00426.00	00453.82	-	-	-	0
3.485	00150.00	-00012.00	00408.00	00434.87	-	-	-	0
3.490	00144.00	-00018.00	00390.00	00416.12	-	-	-	0
3.494	00138.00	-00018.00	00372.00	00397.18	-	-	-	0
3.499	00132.00	-00018.00	00360.00	00383.86	-	-	-	0
3.503	00132.00	-00018.00	00342.00	00367.03	-	-	-	0
3.508	00132.00	-00018.00	00336.00	00361.45	-	-	-	0
3.512	00132.00	-00012.00	00324.00	00350.06	-	-	-	0
3.517	00132.00	-00012.00	00318.00	00344.52	-	-	-	0
3.521	00132.00	-00012.00	00312.00	00338.99	-	-	-	0
3.526	00132.00	-00012.00	00306.00	00333.47	-	-	-	0
3.530	00132.00	-00012.00	00300.00	00327.98	-	-	-	0
3.535	00132.00	-00012.00	00294.00	00322.50	-	-	-	0
3.539	00132.00	-00006.00	00288.00	00316.87	-	-	-	0
3.544	00132.00	-00006.00	00288.00	00316.87	-	-	-	0
3.548	00138.00	-00006.00	00282.00	00314.01	-	-	-	0
3.553	00138.00	-00006.00	00276.00	00308.64	-	-	-	0
3.557	00138.00	00000.00	00276.00	00308.58	-	-	-	0
3.562	00138.00	00000.00	00270.00	00303.22	-	-	-	0
3.566	00138.00	00000.00	00270.00	00303.22	-	-	-	0
3.571	00138.00	00006.00	00276.00	00308.64	-	-	-	0
3.575	00132.00	00006.00	00276.00	00306.00	-	-	-	0
3.580	00132.00	00012.00	00282.00	00311.60	-	-	-	0
3.584	00126.00	00012.00	00288.00	00314.59	-	-	-	0
3.589	00120.00	00018.00	00294.00	00318.06	-	-	-	0
3.593	00120.00	00018.00	00300.00	00323.61	-	-	-	0
3.598	00114.00	00018.00	00300.00	00321.43	-	-	-	0
3.602	00114.00	00024.00	00306.00	00327.43	-	-	-	0
3.607	00108.00	00024.00	00312.00	00331.03	-	-	-	0
3.611	00108.00	00024.00	00318.00	00336.70	-	-	-	0
3.616	00108.00	00024.00	00324.00	00342.37	-	-	-	0
3.620	00108.00	00024.00	00330.00	00348.05	-	-	-	0
3.625	00108.00	00024.00	00330.00	00348.05	-	-	-	0
3.629	00108.00	00024.00	00336.00	00353.75	-	-	-	0
3.634	00114.00	00024.00	00342.00	00361.30	-	-	-	0
3.638	00120.00	00024.00	00342.00	00363.24	-	-	-	0
3.643	00132.00	00024.00	00342.00	00367.37	-	-	-	0
3.647	00138.00	00018.00	00348.00	00374.80	-	-	-	0
3.652	00144.00	00018.00	00348.00	00377.05	-	-	-	0
3.656	00156.00	00018.00	00354.00	00387.27	-	-	-	0
3.661	00168.00	00018.00	00360.00	00397.68	-	-	-	0
3.665	00174.00	00018.00	00366.00	00405.66	-	-	-	0
3.670	00180.00	00018.00	00372.00	00413.65	-	-	-	0
3.675	00192.00	00024.00	00384.00	00430.00	-	-	-	0
3.679	00204.00	00024.00	00396.00	00446.10	-	-	-	0
3.684	00210.00	00018.00	00414.00	00464.56	-	-	-	0
3.688	00222.00	00018.00	00426.00	00480.71	-	-	-	0
3.693	00228.00	00012.00	00444.00	00499.26	-	-	-	0
3.697	00240.00	00006.00	00462.00	00520.65	-	-	-	0
3.702	00246.00	00006.00	00480.00	00539.40	-	-	-	0
3.707	00252.00	00000.00	00504.00	00563.49	-	-	-	0
3.711	00258.00	-00006.00	00528.00	00587.69	-	-	-	0
3.716	00264.00	-00006.00	00552.00	00611.91	-	-	-	0
3.720	00270.00	-00012.00	00576.00	00636.25	-	-	-	0
3.725	00276.00	-00012.00	00600.00	00660.55	-	-	-	0
3.729	00282.00	-00018.00	00624.00	00685.00	-	-	-	0
3.734	00288.00	-00018.00	00654.00	00714.83	-	-	-	0
3.739	00288.00	-00024.00	00690.00	00748.08	-	-	-	0
3.743	00294.00	-00024.00	00720.00	00778.08	-	-	-	0
3.748	00306.00	-00024.00	00756.00	00815.93	-	-	-	0
3.753	00312.00	-00030.00	00792.00	00851.77	-	-	-	0
3.757	00324.00	-00030.00	00828.00	00889.64	-	-	-	0
3.762	00336.00	-00030.00	00858.00	00921.93	-	-	-	0
3.767	00354.00	-00030.00	00894.00	00962.00	-	-	-	0
3.772	00366.00	-00024.00	00918.00	00988.56	-	-	-	0
3.776	00384.00	-00024.00	00948.00	01023.10	-	-	-	0
3.781	00396.00	-00018.00	00972.00	01049.73	-	-	-	0
3.786	00414.00	-00006.00	00996.00	01078.63	-	-	-	0
3.790	00426.00	00000.00	01008.00	01094.32	-	-	-	0
3.795	00444.00	00012.00	01026.00	01118.01	-	-	-	0
3.800	00456.00	00030.00	01032.00	01128.65	-	-	-	0
3.804	00462.00	00048.00	01038.00	01137.19	-	-	-	0
3.809	00462.00	00066.00	01038.00	01138.09	-	-	-	0
3.814	00468.00	00084.00	01044.00	01147.18	-	-	-	0
3.819	00462.00	00102.00	01044.00	01146.20	-	-	-	0
3.823	00462.00	00114.00	01038.00	01141.88	-	-	-	0
3.828	00450.00	00126.00	01032.00	01132.87	-	-	-	0
3.832	00444.00	00132.00	01020.00	01120.25	-	-	-	0
3.851	00426.00	00132.00	00996.00	01091.29	-	-	-	0
3.856	00408.00	00132.00	00972.00	01062.39	-	-	-	0
3.860	00390.00	00132.00	00942.00	01028.05	-	-	-	0
3.865	00372.00	00126.00	00918.00	00998.49	-	-	-	0
3.870	00354.00	00126.00	00888.00	00964.23	-	-	-	0
3.874	00336.00	00120.00	00864.00	00934.77	-	-	-	0
3.879	00324.00	00114.00	00840.00	00907.51	-	-	-	0
3.883	00306.00	00114.00	00816.00	00878.91	-	-	-	0
3.888	00294.00	00108.00	00786.00	00846.11	-	-	-	0
3.892	00282.00	00102.00	00762.00	00818.88	-	-	-	0
3.897	00270.00	00096.00	00744.00	00797.28	-	-	-	0
3.901	00258.00	00096.00	00720.00	00770.83	-	-	-	0
3.906	00246.00	00090.00	00702.00	00749.28	-	-	-	0
3.911	00234.00	00084.00	00678.00	00722.15	-	-	-	0
3.915	00222.00	00084.00	00666.00	00707.03	-	-	-	0
3.920	00216.00	00078.00	00648.00	00687.49	-	-	-	0
3.924	00204.00	00078.00	00636.00	00672.46	-	-	-	0
3.929	00198.00	00072.00	00624.00	00658.61	-	-	-	0
3.933	00186.00	00066.00	00612.00	00643.04	-	-	-	0
3.938	00180.00	00060.00	00600.00	00629.29	-	-	-	0
3.942	00174.00	00054.00	00588.00	00615.58	-	-	-	0
3.947	00168.00	00048.00	00570.00	00596.18	-	-	-	0
3.951	00168.00	00036.00	00558.00	00583.85	-	-	-	0
3.956	00168.00	00030.00	00546.00	00572.05	-	-	-	0
3.961	00162.00	00024.00	00534.00	00558.55	-	-	-	0
3.965	00162.00	00018.00	00516.00	00541.13	-	-	-	0
3.970	00162.00	00012.00	00504.00	00529.53	-	-	-	0
3.974	00156.00	00006.00	00486.00	00510.46	-	-	-	0
3.979	00156.00	00000.00	00474.00	00499.01	-	-	-	0
3.983	00150.00	-00006.00	00462.00	00485.78	-	-	-	0
3.988	00150.00	-00006.00	00450.00	00474.38	-	-	-	0
3.992	00150.00	-00012.00	00438.00	00463.13	-	-	-	0
3.997	00144.00	-00012.00	00426.00	00449.84	-	-	-	0
4.001	00144.00	-00012.00	00420.00	00444.16	-	-	-	0
4.006	00144.00	-00012.00	00408.00	00432.83	-	-	-	0
4.010	00138.00	-00012.00	00402.00	00425.20	-	-	-	0
4.015	00138.00	-00012.00	00390.00	00413.87	-	-	-	0
4.019	00138.00	-00012.00	00378.00	00402.58	-	-	-	0
4.024	00132.00	-00006.00	00366.00	00389.12	-	-	-	0
4.028	00132.00	00000.00	00360.00	00383.44	-	-	-	0
4.033	00132.00	00006.00	00354.00	00377.86	-	-	-	0
4.037	00132.00	00012.00	00348.00	00372.39	-	-	-	0
4.042	00132.00	00018.00	00342.00	00367.03	-	-	-	0
4.046	00126.00	00024.00	00336.00	00359.65	-	-	-	0
4.051	00126.00	00024.00	00330.00	00354.05	-	-	-	0
4.055	00126.00	00030.00	00330.00	00354.51	-	-	-	0
4.060	00120.00	00036.00	00324.00	00347.38	-	-	-	0
4.064	00120.00	00036.00	00324.00	00347.38	-	-	-	0
4.069	00120.00	00042.00	00318.00	00342.47	-	-	-	0
4.073	00114.00	00042.00	00318.00	00340.42	-	-	-	0
4.078	00114.00	00042.00	00318.00	00340.42	-	-	-	0
4.082	00108.00	00048.00	00312.00	00333.63	-	-	-	0
4.087	00108.00	00048.00	00312.00	00333.63	-	-	-	0
4.091	00108.00	00048.00	00306.00	00328.03	-	-	-	0
4.096	00102.00	00048.00	00306.00	00326.10	-	-	-	0
4.100	00102.00	00048.00	00300.00	00320.48	-	-	-	0
4.105	00102.00	00048.00	00300.00	00320.48	-	-	-	0
4.109	00102.00	00054.00	00294.00	00315.84	-	-	-	0
4.114	00102.00	00054.00	00294.00	00315.84	-	-	-	0
4.118	00102.00	00054.00	00294.00	00315.84	-	-	-	0
4.123	00102.00	00054.00	00288.00	00310.26	-	-	-	0
4.127	00102.00	00054.00	00288.00	00310.26	-	-	-	0
4.132	00108.00	00060.00	00288.00	00313.38	-	-	-	0
4.136	00108.00	00060.00	00282.00	00307.88	-	-	-	0
4.141	00114.00	00066.00	00288.00	00316.70	-	-	-	0
4.145	00120.00	00066.00	00288.00	00318.90	-	-	-	0
4.150	00126.00	00072.00	00294.00	00327.87	-	-	-	0
4.155	00138.00	00072.00	00300.00	00337.98	-	-	-	0
4.159	00144.00	00078.00	00306.00	00347.07	-	-	-	0
4.164	00144.00	00078.00	00312.00	00352.37	-	-	-	0
4.168	00150.00	00084.00	00324.00	00366.79	-	-	-	0
4.173	00156.00	00084.00	00330.00	00374.56	-	-	-	0
4.177	00162.00	00084.00	00342.00	00387.64	-	-	-	0
4.182	00168.00	00084.00	00354.00	00400.74	-	-	-	0
4.186	00174.00	00084.00	00372.00	00419.18	-	-	-	0
4.191	00180.00	00084.00	00390.00	00437.67	-	-	-	0
4.195	00192.00	00084.00	00414.00	00464.02	-	-	-	0
4.200	00198.00	00084.00	00444.00	00493.35	-	-	-	0
4.205	00210.00	00090.00	00474.00	00526.19	-	-	-	0
4.209	00222.00	00090.00	00504.00	00558.03	-	-	-	0
4.214	00234.00	00090.00	00540.00	00595.36	-	-	-	0
4.218	00252.00	00090.00	00570.00	00629.69	-	-	-	0
4.223	00264.00	00090.00	00612.00	00672.56	-	-	-	0
4.228	00282.00	00084.00	00654.00	00717.14	-	-	-	0
4.232	00306.00	00078.00	00702.00	00769.76	-	-	-	0
4.251	00330.00	00072.00	00774.00	00844.49	-	-	-	0
4.256	00354.00	00066.00	00852.00	00924.97	-	-	-	0
4.261	00372.00	00066.00	00918.00	00992.71	-	-	-	0
4.265	00396.00	00060.00	00990.00	01067.95	-	-	-	0
4.270	00420.00	00060.00	01050.00	01132.48	-	-	-	0
4.275	00444.00	00060.00	01110.00	01197.01	-	-	-	0
4.280	00462.00	00060.00	01164.00	01253.77	-	-	-	0
4.285	00486.00	00060.00	01212.00	01307.19	-	-	-	0
4.290	00504.00	00066.00	01260.00	01358.67	-	-	-	0
4.294	00522.00	00078.00	01296.00	01399.35	-	-	-	0
4.299	00540.00	00090.00	01332.00	01440.11	-	-	-	0
4.304	00552.00	00108.00	01362.00	01473.57	-	-	-	0
4.309	00558.00	00120.00	01392.00	01504.47	-	-	-	0
4.314	00558.00	00132.00	01416.00	01527.69	-	-	-	0
4.319	00564.00	00144.00	01434.00	01547.64	-	-	-	0
4.323	00564.00	00156.00	01446.00	01559.92	-	-	-	0
4.328	00558.00	00162.00	01452.00	01563.94	-	-	-	0
4.333	00552.00	00174.00	01452.00	01563.10	-	-	-	0
4.338	00546.00	00174.00	01446.00	01555.41	-	-	-	0
4.343	00534.00	00180.00	01440.00	01546.34	-	-	-	0
4.347	00528.00	00180.00	01428.00	01533.09	-	-	-	0
4.352	00516.00	00180.00	01410.00	01512.20	-	-	-	0
4.357	00504.00	00180.00	01398.00	01496.94	-	-	-	0
4.362	00486.00	00180.00	01374.00	01468.49	-	-	-	0
4.366	00474.00	00174.00	01356.00	01446.96	-	-	-	0
4.371	00462.00	00174.00	01332.00	01420.54	-	-	-	0
4.376	00450.00	00162.00	01308.00	01392.70	-	-	-	0
4.380	00432.00	00156.00	01284.00	01363.68	-	-	-	0
4.385	00420.00	00150.00	01260.00	01336.60	-	-	-	0
4.390	00408.00	00144.00	01236.00	01309.54	-	-	-	0
4.395	00396.00	00132.00	01206.00	01276.20	-	-	-	0
4.399	00384.00	00126.00	01182.00	01249.18	-	-	-	0
4.404	00372.00	00114.00	01152.00	01215.93	-	-	-	0
4.408	00360.00	00108.00	01116.00	01177.59	-	-	-	0
4.413	00348.00	00096.00	01086.00	01144.43	-	-	-	0
4.418	00342.00	00084.00	01050.00	01107.48	-	-	-	0
4.422	00330.00	00072.00	01014.00	01068.77	-	-	-	0
4.427	00324.00	00060.00	00978.00	01032.02	-	-	-	0
4.431	00312.00	00048.00	00942.00	00993.48	-	-	-	0
4.436	00306.00	00042.00	00906.00	00957.20	-	-	-	0
4.440	00300.00	00030.00	00870.00	00920.76	-	-	-	0
4.445	00288.00	00024.00	00834.00	00882.65	-	-	-	0
4.450	00282.00	00012.00	00798.00	00846.45	-	-	-	0
4.454	00276.00	00006.00	00768.00	00816.11	-	-	-	0
4.459	00264.00	00000.00	00738.00	00783.80	-	-	-	0
4.463	00258.00	-00006.00	00708.00	00753.57	-	-	-	0
4.468	00252.00	-00006.00	00684.00	00728.97	-	-	-	0
4.472	00240.00	-00012.00	00654.00	00696.75	-	-	-	0
4.477	00234.00	-00012.00	00630.00	00672.16	-	-	-	0
4.481	00228.00	-00018.00	00606.00	00647.72	-	-	-	0
4.486	00216.00	-00018.00	00588.00	00626.68	-	-	-	0
4.491	00210.00	-00018.00	00564.00	00602.10	-	-	-	0
4.495	00198.00	-00018.00	00546.00	00581.07	-	-	-	0
4.499	00192.00	-00018.00	00528.00	00562.11	-	-	-	0
4.504	00186.00	-00018.00	00516.00	00548.80	-	-	-	0
4.509	00174.00	-00018.00	00498.00	00527.83	-	-	-	0
4.513	00168.00	-00018.00	00486.00	00514.53	-	-	-	0
4.518	00162.00	-00018.00	00474.00	00501.24	-	-	-	0
4.522	00156.00	-00018.00	00462.00	00487.96	-	-	-	0
4.527	00150.00	-00018.00	00450.00	00474.68	-	-	-	0
4.531	00144.00	-00012.00	00438.00	00461.22	-	-	-	0
4.536	00144.00	-00012.00	00432.00	00455.53	-	-	-	0
4.540	00138.00	-00012.00	00420.00	00442.25	-	-	-	0
4.545	00132.00	-00012.00	00408.00	00428.99	-	-	-	0
4.549	00126.00	-00012.00	00396.00	00415.74	-	-	-	0
4.554	00126.00	-00012.00	00384.00	00404.32	-	-	-	0
4.558	00126.00	-00012.00	00372.00	00392.94	-	-	-	0
4.563	00120.00	-00012.00	00360.00	00379.66	-	-	-	0
4.567	00120.00	-00012.00	00354.00	00373.98	-	-	-	0
4.572	00120.00	-00012.00	00342.00	00362.64	-	-	-	0
4.576	00126.00	-00018.00	00330.00	00353.69	-	-	-	0
4.581	00126.00	-00018.00	00318.00	00342.53	-	-	-	0
4.585	00126.00	-00012.00	00312.00	00336.70	-	-	-	0
4.590	00132.00	-00012.00	00300.00	00327.98	-	-	-	0
4.594	00138.00	-00006.00	00294.00	00324.83	-	-	-	0
4.599	00144.00	00000.00	00282.00	00316.64	-	-	-	0
4.603	00144.00	00006.00	00276.00	00311.36	-	-	-	0
4.608	00144.00	00012.00	00270.00	00306.24	-	-	-	0
4.612	00144.00	00018.00	00264.00	00301.26	-	-	-	0
4.617	00150.00	00030.00	00264.00	00305.12	-	-	-	0
4.621	00150.00	00036.00	00258.00	00300.60	-	-	-	0
4.626	00150.00	00042.00	00258.00	00301.38	-	-	-	0
4.630	00156.00	00042.00	00252.00	00299.34	-	-	-	0
4.635	00156.00	00048.00	00252.00	00300.24	-	-	-	0
4.639	00162.00	00054.00	00258.00	00309.39	-	-	-	0
4.644	00162.00	00054.00	00258.00	00309.39	-	-	-	0
4.648	00162.00	00060.00	00264.00	00315.50	-	-	-	0
4.653	00162.00	00060.00	00270.00	00320.54	-	-	-	0
4.657	00168.00	00060.00	00282.00	00333.69	-	-	-	0
4.662	00168.00	00066.00	00294.00	00344.99	-	-	-	0
4.666	00174.00	00066.00	00312.00	00363.29	-	-	-	0
4.671	00174.00	00066.00	00324.00	00373.64	-	-	-	0
4.675	00180.00	00072.00	00348.00	00398.36	-	-	-	0
4.680	00186.00	00072.00	00366.00	00416.82	-	-	-	0
4.685	00198.00	00072.00	00390.00	00443.27	-	-	-	0
4.689	00204.00	00078.00	00420.00	00473.39	-	-	-	0
4.694	00216.00	00078.00	00444.00	00499.88	-	-	-	0
4.698	00222.00	00078.00	00468.00	00523.82	-	-	-	0
4.703	00234.00	00072.00	00504.00	00560.32	-	-	-	0
4.707	00240.00	00072.00	00534.00	00589.86	-	-	-	0
4.712	00252.00	00066.00	00576.00	00632.17	-	-	-	0
4.717	00258.00	00060.00	00618.00	00672.37	-	-	-	0
4.721	00270.00	00054.00	00660.00	00715.13	-	-	-	0
4.726	00276.00	00048.00	00702.00	00755.83	-	-	-	0
4.731	00294.00	00042.00	00744.00	00801.08	-	-	-	0
4.735	00312.00	00030.00	00780.00	00840.62	-	-	-	0
4.740	00324.00	00030.00	00816.00	00878.48	-	-	-	0
4.745	00342.00	00024.00	00852.00	00918.39	-	-	-	0
4.749	00360.00	00024.00	00882.00	00952.94	-	-	-	0
4.754	00378.00	00024.00	00912.00	00987.52	-	-	-	0
4.759	00396.00	00030.00	00936.00	01016.77	-	-	-	0
4.764	00408.00	00042.00	00960.00	01043.95	-	-	-	0
4.768	00414.00	00054.00	00978.00	01063.39	-	-	-	0
4.773	00426.00	00066.00	00996.00	01085.29	-	-	-	0
4.778	00432.00	00078.00	01008.00	01099.44	-	-	-	0
4.782	00438.00	00090.00	01020.00	01113.71	-	-	-	0
4.787	00438.00	00102.00	01020.00	01114.74	-	-	-	0
4.792	00438.00	00114.00	01020.00	01115.90	-	-	-	0
4.796	00438.00	00126.00	01020.00	01117.19	-	-	-	0
4.801	00432.00	00132.00	01014.00	01110.06	-	-	-	0
4.806	00426.00	00138.00	01008.00	01102.99	-	-	-	0
4.811	00420.00	00144.00	00996.00	01090.48	-	-	-	0
4.815	00414.00	00150.00	00990.00	01083.51	-	-	-	0
4.820	00408.00	00156.00	00984.00	01076.59	-	-	-	0
4.824	00402.00	00156.00	00972.00	01063.36	-	-	-	0
4.829	00396.00	00156.00	00966.00	01055.61	-	-	-	0
4.834	00390.00	00156.00	00954.00	01042.38	-	-	-	0
4.838	00378.00	00156.00	00948.00	01032.44	-	-	-	0
4.843	00372.00	00150.00	00936.00	01018.32	-	-	-	0
4.848	00366.00	00150.00	00924.00	01005.10	-	-	-	0
4.852	00354.00	00144.00	00912.00	00988.84	-	-	-	0
4.857	00348.00	00138.00	00894.00	00969.22	-	-	-	0
4.861	00342.00	00132.00	00882.00	00955.15	-	-	-	0
4.866	00336.00	00126.00	00864.00	00935.56	-	-	-	0
4.871	00324.00	00120.00	00846.00	00913.83	-	-	-	0
4.875	00318.00	00114.00	00828.00	00894.26	-	-	-	0
4.880	00312.00	00108.00	00810.00	00874.70	-	-	-	0
4.884	00300.00	00096.00	00786.00	00846.77	-	-	-	0
4.889	00294.00	00090.00	00768.00	00827.26	-	-	-	0
4.894	00288.00	00078.00	00744.00	00801.60	-	-	-	0
4.898	00276.00	00072.00	00714.00	00768.87	-	-	-	0
4.903	00270.00	00060.00	00690.00	00743.37	-	-	-	0
4.907	00264.00	00054.00	00666.00	00718.45	-	-	-	0
4.912	00252.00	00048.00	00636.00	00685.79	-	-	-	0
4.916	00246.00	00042.00	00612.00	00660.93	-	-	-	0
4.921	00240.00	00030.00	00588.00	00635.80	-	-	-	0
4.925	00228.00	00030.00	00564.00	00609.08	-	-	-	0
4.930	00222.00	00024.00	00540.00	00584.35	-	-	-	0
4.934	00216.00	00018.00	00516.00	00559.67	-	-	-	0
4.939	00204.00	00012.00	00498.00	00538.30	-	-	-	0
4.943	00198.00	00012.00	00480.00	00519.37	-	-	-	0
4.948	00192.00	00006.00	00468.00	00505.89	-	-	-	0
4.952	00186.00	00006.00	00456.00	00492.51	-	-	-	0
4.957	00186.00	00000.00	00444.00	00481.39	-	-	-	0
4.961	00180.00	00000.00	00432.00	00468.00	-	-	-	0
4.966	00180.00	00000.00	00420.00	00456.95	-	-	-	0
4.970	00180.00	00000.00	00414.00	00451.44	-	-	-	0
4.975	00180.00	00000.00	00402.00	00440.46	-	-	-	0
4.979	00180.00	00000.00	00396.00	00434.99	-	-	-	0
4.984	00180.00	00006.00	00390.00	00429.58	-	-	-	0
4.989	00180.00	00006.00	00378.00	00418.71	-	-	-	0
4.993	00180.00	00012.00	00372.00	00413.43	-	-	-	0
4.998	00180.00	00012.00	00366.00	00408.04	-	-	-	0
5.002	00180.00	00018.00	00360.00	00402.89	-	-	-	0
5.007	00174.00	00024.00	00354.00	00395.18	-	-	-	0
