Time	-Fx	-Fy	-Fz	Fres	-	-	-	Marker
5.011	00174.00	00030.00	00348.00	00390.23	-	-	-	0
5.016	00174.00	00036.00	00348.00	00390.74	-	-	-	0
5.020	00174.00	00036.00	00342.00	00385.40	-	-	-	0
5.025	00168.00	00042.00	00342.00	00383.34	-	-	-	0
5.029	00168.00	00042.00	00342.00	00383.34	-	-	-	0
5.034	00168.00	00048.00	00342.00	00384.05	-	-	-	0
5.038	00168.00	00048.00	00342.00	00384.05	-	-	-	0
5.043	00162.00	00048.00	00342.00	00381.46	-	-	-	0
5.047	00162.00	00054.00	00342.00	00382.26	-	-	-	0
5.052	00156.00	00054.00	00348.00	00385.17	-	-	-	0
5.056	00150.00	00054.00	00348.00	00382.78	-	-	-	0
5.061	00150.00	00054.00	00348.00	00382.78	-	-	-	0
5.065	00144.00	00048.00	00354.00	00385.17	-	-	-	0
5.070	00144.00	00048.00	00354.00	00385.17	-	-	-	0
5.074	00144.00	00042.00	00354.00	00384.47	-	-	-	0
5.079	00150.00	00042.00	00354.00	00386.76	-	-	-	0
5.083	00150.00	00036.00	00348.00	00380.66	-	-	-	0
5.088	00150.00	00030.00	00348.00	00380.14	-	-	-	0
5.092	00150.00	00024.00	00342.00	00374.22	-	-	-	0
5.097	00156.00	00024.00	00342.00	00376.66	-	-	-	0
5.101	00162.00	00024.00	00342.00	00379.19	-	-	-	0
5.106	00162.00	00024.00	00342.00	00379.19	-	-	-	0
5.111	00168.00	00024.00	00342.00	00381.79	-	-	-	0
5.115	00168.00	00024.00	00348.00	00387.17	-	-	-	0
5.120	00174.00	00030.00	00354.00	00395.59	-	-	-	0
5.124	00180.00	00030.00	00354.00	00398.27	-	-	-	0
5.129	00186.00	00036.00	00366.00	00412.13	-	-	-	0
5.133	00186.00	00036.00	00372.00	00417.46	-	-	-	0
5.138	00192.00	00036.00	00378.00	00425.49	-	-	-	0
5.142	00204.00	00036.00	00390.00	00441.60	-	-	-	0
5.147	00210.00	00036.00	00402.00	00454.97	-	-	-	0
5.151	00216.00	00030.00	00420.00	00473.24	-	-	-	0
5.156	00228.00	00030.00	00432.00	00489.40	-	-	-	0
5.160	00234.00	00024.00	00450.00	00507.77	-	-	-	0
5.165	00240.00	00024.00	00468.00	00526.50	-	-	-	0
5.170	00246.00	00018.00	00492.00	00550.37	-	-	-	0
5.174	00252.00	00012.00	00510.00	00568.99	-	-	-	0
5.179	00264.00	00006.00	00534.00	00595.72	-	-	-	0
5.184	00264.00	00006.00	00564.00	00622.76	-	-	-	0
5.188	00270.00	00000.00	00588.00	00647.03	-	-	-	0
5.193	00276.00	-00006.00	00624.00	00682.34	-	-	-	0
5.197	00282.00	-00012.00	00654.00	00712.31	-	-	-	0
5.202	00294.00	-00012.00	00690.00	00750.12	-	-	-	0
5.207	00300.00	-00012.00	00720.00	00780.09	-	-	-	0
5.211	00312.00	-00012.00	00762.00	00823.49	-	-	-	0
5.216	00324.00	-00012.00	00798.00	00861.35	-	-	-	0
5.221	00336.00	-00006.00	00834.00	00899.16	-	-	-	0
5.225	00348.00	-00006.00	00870.00	00937.04	-	-	-	0
5.230	00366.00	00000.00	00906.00	00977.13	-	-	-	0
5.235	00378.00	00012.00	00942.00	01015.08	-	-	-	0
5.239	00396.00	00018.00	00966.00	01044.17	-	-	-	0
5.244	00408.00	00030.00	00996.00	01076.75	-	-	-	0
5.249	00426.00	00048.00	01014.00	01100.90	-	-	-	0
5.254	00432.00	00066.00	01032.00	01120.72	-	-	-	0
5.258	00444.00	00084.00	01050.00	01143.11	-	-	-	0
5.263	00444.00	00102.00	01062.00	01155.59	-	-	-	0
5.268	00450.00	00114.00	01068.00	01164.53	-	-	-	0
5.273	00450.00	00126.00	01080.00	01176.77	-	-	-	0
5.277	00444.00	00138.00	01080.00	01175.83	-	-	-	0
5.282	00438.00	00150.00	01080.00	01175.05	-	-	-	0
5.287	00432.00	00156.00	01074.00	01168.09	-	-	-	0
5.291	00426.00	00156.00	01068.00	01160.36	-	-	-	0
5.296	00414.00	00162.00	01056.00	01145.76	-	-	-	0
5.301	00408.00	00162.00	01044.00	01132.54	-	-	-	0
5.305	00396.00	00156.00	01032.00	01116.32	-	-	-	0
5.310	00390.00	00156.00	01020.00	01103.10	-	-	-	0
5.315	00378.00	00156.00	01002.00	01082.23	-	-	-	0
5.319	00372.00	00150.00	00984.00	01062.61	-	-	-	0
5.324	00360.00	00144.00	00966.00	01040.91	-	-	-	0
5.329	00348.00	00144.00	00954.00	01025.65	-	-	-	0
5.333	00336.00	00138.00	00936.00	01004.01	-	-	-	0
5.338	00330.00	00132.00	00924.00	00990.00	-	-	-	0
5.342	00318.00	00126.00	00906.00	00968.42	-	-	-	0
5.347	00306.00	00120.00	00894.00	00952.51	-	-	-	0
5.351	00300.00	00114.00	00876.00	00932.94	-	-	-	0
5.356	00288.00	00108.00	00864.00	00917.12	-	-	-	0
5.361	00282.00	00102.00	00852.00	00903.23	-	-	-	0
5.365	00270.00	00096.00	00834.00	00881.86	-	-	-	0
5.370	00264.00	00084.00	00822.00	00867.43	-	-	-	0
5.374	00252.00	00078.00	00804.00	00846.17	-	-	-	0
5.379	00246.00	00066.00	00786.00	00826.24	-	-	-	0
5.384	00240.00	00054.00	00768.00	00806.44	-	-	-	0
5.388	00234.00	00048.00	00750.00	00787.12	-	-	-	0
5.393	00228.00	00036.00	00726.00	00761.81	-	-	-	0
5.397	00222.00	00030.00	00702.00	00736.88	-	-	-	0
5.402	00216.00	00018.00	00678.00	00711.80	-	-	-	0
5.406	00210.00	00012.00	00654.00	00686.99	-	-	-	0
5.411	00198.00	00006.00	00624.00	00654.69	-	-	-	0
5.415	00192.00	00000.00	00600.00	00629.97	-	-	-	0
5.420	00186.00	00000.00	00576.00	00605.29	-	-	-	0
5.425	00180.00	-00006.00	00552.00	00580.64	-	-	-	0
5.429	00174.00	-00006.00	00534.00	00561.67	-	-	-	0
5.434	00168.00	-00012.00	00510.00	00537.09	-	-	-	0
5.438	00162.00	-00012.00	00492.00	00518.12	-	-	-	0
5.443	00156.00	-00012.00	00480.00	00504.86	-	-	-	0
5.447	00150.00	-00012.00	00462.00	00485.89	-	-	-	0
5.452	00150.00	-00012.00	00450.00	00474.49	-	-	-	0
5.456	00144.00	-00006.00	00438.00	00461.10	-	-	-	0
5.461	00138.00	-00006.00	00426.00	00447.83	-	-	-	0
5.465	00138.00	-00006.00	00414.00	00436.44	-	-	-	0
5.470	00132.00	00000.00	00402.00	00423.12	-	-	-	0
5.474	00132.00	00000.00	00390.00	00411.73	-	-	-	0
5.479	00126.00	00006.00	00378.00	00398.49	-	-	-	0
5.483	00126.00	00012.00	00366.00	00387.27	-	-	-	0
5.488	00126.00	00018.00	00354.00	00376.19	-	-	-	0
5.492	00120.00	00024.00	00342.00	00363.24	-	-	-	0
5.497	00120.00	00030.00	00336.00	00358.04	-	-	-	0
5.501	00120.00	00036.00	00324.00	00347.38	-	-	-	0
5.506	00114.00	00036.00	00318.00	00339.73	-	-	-	0
5.510	00114.00	00042.00	00312.00	00334.82	-	-	-	0
5.515	00114.00	00042.00	00306.00	00329.24	-	-	-	0
5.519	00108.00	00042.00	00300.00	00321.60	-	-	-	0
5.524	00108.00	00042.00	00294.00	00316.01	-	-	-	0
5.528	00108.00	00042.00	00294.00	00316.01	-	-	-	0
5.533	00102.00	00042.00	00288.00	00308.40	-	-	-	0
5.537	00102.00	00042.00	00288.00	00308.40	-	-	-	0
5.542	00102.00	00042.00	00288.00	00308.40	-	-	-	0
5.546	00102.00	00042.00	00282.00	00302.81	-	-	-	0
5.551	00096.00	00036.00	00282.00	00300.06	-	-	-	0
5.555	00096.00	00036.00	00288.00	00305.71	-	-	-	0
5.560	00096.00	00036.00	00288.00	00305.71	-	-	-	0
5.564	00096.00	00036.00	00288.00	00305.71	-	-	-	0
5.569	00096.00	00036.00	00288.00	00305.71	-	-	-	0
5.573	00096.00	00030.00	00288.00	00305.06	-	-	-	0
5.578	00096.00	00030.00	00288.00	00305.06	-	-	-	0
5.582	00096.00	00024.00	00288.00	00304.53	-	-	-	0
5.587	00102.00	00024.00	00288.00	00306.47	-	-	-	0
5.591	00108.00	00018.00	00294.00	00313.73	-	-	-	0
5.596	00114.00	00018.00	00294.00	00315.84	-	-	-	0
5.600	00126.00	00012.00	00294.00	00320.09	-	-	-	0
5.605	00132.00	00012.00	00300.00	00327.98	-	-	-	0
5.609	00138.00	00006.00	00300.00	00330.27	-	-	-	0
5.614	00150.00	00006.00	00306.00	00340.84	-	-	-	0
5.618	00156.00	00012.00	00312.00	00349.03	-	-	-	0
5.623	00168.00	00012.00	00324.00	00365.16	-	-	-	0
5.627	00174.00	00012.00	00330.00	00373.26	-	-	-	0
5.632	00186.00	00012.00	00342.00	00389.49	-	-	-	0
5.636	00192.00	00012.00	00354.00	00402.89	-	-	-	0
5.641	00204.00	00012.00	00366.00	00419.18	-	-	-	0
5.646	00210.00	00012.00	00378.00	00432.58	-	-	-	0
5.650	00216.00	00012.00	00390.00	00445.98	-	-	-	0
5.655	00228.00	00006.00	00408.00	00467.42	-	-	-	0
5.659	00234.00	00006.00	00420.00	00480.82	-	-	-	0
5.664	00240.00	00006.00	00438.00	00499.48	-	-	-	0
5.668	00246.00	00006.00	00462.00	00523.45	-	-	-	0
5.673	00252.00	00000.00	00486.00	00547.45	-	-	-	0
5.678	00264.00	00000.00	00504.00	00568.96	-	-	-	0
5.682	00264.00	00000.00	00528.00	00590.32	-	-	-	0
5.687	00276.00	-00006.00	00552.00	00617.18	-	-	-	0
5.691	00282.00	-00006.00	00582.00	00646.75	-	-	-	0
5.696	00288.00	-00006.00	00612.00	00676.41	-	-	-	0
5.701	00294.00	-00006.00	00648.00	00711.60	-	-	-	0
5.705	00300.00	00000.00	00684.00	00746.90	-	-	-	0
5.710	00312.00	00000.00	00720.00	00784.69	-	-	-	0
5.715	00324.00	00006.00	00762.00	00828.04	-	-	-	0
5.719	00336.00	00012.00	00798.00	00865.94	-	-	-	0
5.724	00348.00	00012.00	00840.00	00909.31	-	-	-	0
5.729	00360.00	00018.00	00876.00	00947.26	-	-	-	0
5.733	00372.00	00024.00	00912.00	00985.24	-	-	-	0
5.738	00390.00	00036.00	00942.00	01020.18	-	-	-	0
5.743	00402.00	00048.00	00972.00	01052.94	-	-	-	0
5.747	00414.00	00066.00	00996.00	01080.63	-	-	-	0
5.752	00426.00	00078.00	01026.00	01113.66	-	-	-	0
5.757	00432.00	00090.00	01044.00	01133.43	-	-	-	0
5.762	00438.00	00096.00	01062.00	01152.78	-	-	-	0
5.766	00438.00	00108.00	01074.00	01164.90	-	-	-	0
5.771	00444.00	00114.00	01086.00	01178.78	-	-	-	0
5.776	00438.00	00120.00	01086.00	01177.13	-	-	-	0
5.781	00438.00	00126.00	01092.00	01183.29	-	-	-	0
5.785	00432.00	00132.00	01086.00	01176.20	-	-	-	0
5.790	00426.00	00132.00	01080.00	01168.46	-	-	-	0
5.795	00420.00	00138.00	01074.00	01161.43	-	-	-	0
5.799	00408.00	00138.00	01062.00	01146.02	-	-	-	0
5.804	00402.00	00138.00	01050.00	01132.76	-	-	-	0
5.809	00390.00	00138.00	01038.00	01117.40	-	-	-	0
5.813	00378.00	00138.00	01020.00	01096.51	-	-	-	0
5.818	00366.00	00138.00	01002.00	01075.64	-	-	-	0
5.822	00354.00	00132.00	00990.00	01059.64	-	-	-	0
5.827	00342.00	00132.00	00972.00	01038.83	-	-	-	0
5.832	00330.00	00126.00	00954.00	01017.30	-	-	-	0
5.836	00318.00	00120.00	00930.00	00990.16	-	-	-	0
5.841	00312.00	00114.00	00912.00	00970.61	-	-	-	0
5.845	00300.00	00108.00	00888.00	00943.51	-	-	-	0
5.850	00288.00	00102.00	00870.00	00922.09	-	-	-	0
5.855	00276.00	00096.00	00846.00	00895.05	-	-	-	0
5.859	00264.00	00090.00	00822.00	00868.03	-	-	-	0
5.864	00252.00	00078.00	00798.00	00840.47	-	-	-	0
5.868	00246.00	00072.00	00774.00	00815.34	-	-	-	0
5.873	00240.00	00066.00	00750.00	00790.23	-	-	-	0
5.878	00234.00	00054.00	00726.00	00764.69	-	-	-	0
5.882	00228.00	00048.00	00702.00	00739.66	-	-	-	0
5.887	00216.00	00042.00	00672.00	00707.11	-	-	-	0
5.891	00210.00	00030.00	00648.00	00681.84	-	-	-	0
5.896	00204.00	00024.00	00624.00	00656.94	-	-	-	0
5.900	00198.00	00018.00	00600.00	00632.08	-	-	-	0
5.905	00192.00	00012.00	00576.00	00607.28	-	-	-	0
5.909	00186.00	00012.00	00552.00	00582.62	-	-	-	0
5.914	00180.00	00006.00	00528.00	00557.87	-	-	-	0
5.918	00180.00	00000.00	00510.00	00540.83	-	-	-	0
5.923	00174.00	00000.00	00492.00	00521.86	-	-	-	0
5.927	00168.00	-00006.00	00474.00	00502.93	-	-	-	0
5.932	00162.00	-00006.00	00462.00	00489.62	-	-	-	0
5.936	00156.00	-00006.00	00444.00	00470.65	-	-	-	0
5.941	00156.00	-00012.00	00432.00	00459.46	-	-	-	0
5.945	00150.00	-00012.00	00420.00	00446.14	-	-	-	0
5.950	00150.00	-00012.00	00408.00	00434.87	-	-	-	0
5.954	00150.00	-00012.00	00402.00	00429.24	-	-	-	0
5.959	00150.00	-00012.00	00390.00	00418.02	-	-	-	0
5.963	00144.00	-00012.00	00384.00	00410.29	-	-	-	0
5.968	00150.00	-00018.00	00378.00	00407.07	-	-	-	0
5.972	00150.00	-00018.00	00366.00	00395.95	-	-	-	0
5.977	00150.00	-00018.00	00354.00	00384.89	-	-	-	0
5.982	00150.00	-00012.00	00348.00	00379.14	-	-	-	0
5.986	00150.00	-00012.00	00336.00	00368.16	-	-	-	0
5.991	00150.00	-00012.00	00324.00	00357.24	-	-	-	0
5.995	00150.00	-00006.00	00318.00	00351.65	-	-	-	0
5.999	00156.00	-00006.00	00312.00	00348.88	-	-	-	0
6.004	00156.00	00000.00	00300.00	00338.14	-	-	-	0
6.008	00150.00	00000.00	00294.00	00330.05	-	-	-	0
6.013	00150.00	00006.00	00288.00	00324.78	-	-	-	0
6.017	00150.00	00006.00	00282.00	00319.47	-	-	-	0
6.022	00150.00	00012.00	00282.00	00319.64	-	-	-	0
6.026	00144.00	00012.00	00276.00	00311.54	-	-	-	0
6.031	00144.00	00018.00	00276.00	00311.83	-	-	-	0
6.035	00144.00	00018.00	00270.00	00306.53	-	-	-	0
6.040	00144.00	00018.00	00270.00	00306.53	-	-	-	0
6.044	00144.00	00018.00	00270.00	00306.53	-	-	-	0
6.049	00144.00	00018.00	00270.00	00306.53	-	-	-	0
6.053	00150.00	00018.00	00276.00	00314.64	-	-	-	0
6.058	00150.00	00018.00	00276.00	00314.64	-	-	-	0
6.062	00156.00	00018.00	00276.00	00317.55	-	-	-	0
6.067	00156.00	00018.00	00282.00	00322.78	-	-	-	0
6.072	00162.00	00018.00	00288.00	00330.93	-	-	-	0
6.076	00168.00	00024.00	00294.00	00339.46	-	-	-	0
6.081	00174.00	00030.00	00300.00	00348.10	-	-	-	0
6.085	00180.00	00036.00	00306.00	00356.84	-	-	-	0
6.090	00186.00	00036.00	00312.00	00365.02	-	-	-	0
6.094	00198.00	00042.00	00324.00	00382.03	-	-	-	0
6.099	00198.00	00048.00	00336.00	00392.94	-	-	-	0
6.103	00204.00	00054.00	00348.00	00406.98	-	-	-	0
6.108	00210.00	00060.00	00360.00	00421.07	-	-	-	0
6.112	00216.00	00066.00	00378.00	00440.34	-	-	-	0
6.117	00222.00	00072.00	00390.00	00454.50	-	-	-	0
6.121	00228.00	00072.00	00414.00	00478.08	-	-	-	0
6.126	00234.00	00078.00	00438.00	00502.68	-	-	-	0
6.131	00240.00	00084.00	00462.00	00527.35	-	-	-	0
6.135	00246.00	00084.00	00492.00	00556.45	-	-	-	0
6.140	00258.00	00090.00	00522.00	00589.19	-	-	-	0
6.145	00264.00	00096.00	00558.00	00624.72	-	-	-	0
6.149	00276.00	00096.00	00594.00	00661.99	-	-	-	0
6.154	00288.00	00102.00	00636.00	00705.58	-	-	-	0
6.158	00300.00	00102.00	00678.00	00748.39	-	-	-	0
6.163	00312.00	00102.00	00720.00	00791.30	-	-	-	0
6.168	00324.00	00096.00	00768.00	00839.06	-	-	-	0
6.172	00336.00	00090.00	00816.00	00887.05	-	-	-	0
6.177	00348.00	00084.00	00864.00	00935.23	-	-	-	0
6.182	00360.00	00078.00	00918.00	00989.15	-	-	-	0
6.187	00372.00	00072.00	00972.00	01043.24	-	-	-	0
6.191	00384.00	00072.00	01032.00	01103.48	-	-	-	0
6.196	00402.00	00066.00	01086.00	01159.89	-	-	-	0
6.201	00420.00	00060.00	01140.00	01216.39	-	-	-	0
6.206	00432.00	00060.00	01194.00	01271.16	-	-	-	0
6.211	00450.00	00060.00	01248.00	01328.01	-	-	-	0
6.216	00468.00	00060.00	01290.00	01373.58	-	-	-	0
6.235	00486.00	00078.00	01332.00	01420.04	-	-	-	0
6.240	00504.00	00102.00	01374.00	01467.07	-	-	-	0
6.245	00516.00	00120.00	01404.00	01500.62	-	-	-	0
6.249	00528.00	00138.00	01434.00	01534.34	-	-	-	0
6.254	00534.00	00156.00	01452.00	01554.93	-	-	-	0
6.259	00540.00	00174.00	01458.00	01564.49	-	-	-	0
6.264	00540.00	00180.00	01464.00	01570.76	-	-	-	0
6.269	00534.00	00192.00	01458.00	01564.54	-	-	-	0
6.274	00534.00	00198.00	01452.00	01559.70	-	-	-	0
6.278	00528.00	00204.00	01440.00	01547.26	-	-	-	0
6.283	00522.00	00210.00	01428.00	01534.85	-	-	-	0
6.288	00510.00	00210.00	01410.00	01514.03	-	-	-	0
6.293	00504.00	00210.00	01386.00	01489.67	-	-	-	0
6.297	00492.00	00210.00	01362.00	01463.29	-	-	-	0
6.302	00480.00	00210.00	01338.00	01436.92	-	-	-	0
6.307	00468.00	00210.00	01308.00	01404.99	-	-	-	0
6.312	00456.00	00210.00	01284.00	01378.66	-	-	-	0
6.316	00438.00	00204.00	01254.00	01343.87	-	-	-	0
6.321	00426.00	00204.00	01224.00	01311.97	-	-	-	0
6.325	00414.00	00198.00	01194.00	01279.15	-	-	-	0
6.330	00396.00	00192.00	01164.00	01244.42	-	-	-	0
6.335	00384.00	00186.00	01128.00	01206.00	-	-	-	0
6.339	00372.00	00180.00	01098.00	01173.20	-	-	-	0
6.344	00360.00	00174.00	01062.00	01134.78	-	-	-	0
6.349	00348.00	00162.00	01032.00	01101.08	-	-	-	0
6.353	00336.00	00150.00	00996.00	01061.80	-	-	-	0
6.358	00330.00	00138.00	00960.00	01024.47	-	-	-	0
6.362	00318.00	00126.00	00930.00	00990.91	-	-	-	0
6.367	00312.00	00114.00	00888.00	00948.09	-	-	-	0
6.372	00306.00	00102.00	00852.00	00911.01	-	-	-	0
6.376	00300.00	00090.00	00822.00	00879.65	-	-	-	0
6.381	00288.00	00078.00	00786.00	00840.73	-	-	-	0
6.385	00282.00	00066.00	00756.00	00809.58	-	-	-	0
6.390	00276.00	00060.00	00726.00	00779.01	-	-	-	0
6.394	00270.00	00054.00	00696.00	00748.49	-	-	-	0
6.399	00264.00	00048.00	00666.00	00718.02	-	-	-	0
6.403	00258.00	00042.00	00642.00	00693.18	-	-	-	0
6.408	00252.00	00036.00	00612.00	00662.83	-	-	-	0
6.412	00246.00	00030.00	00588.00	00638.09	-	-	-	0
6.417	00240.00	00024.00	00564.00	00613.41	-	-	-	0
6.421	00234.00	00024.00	00546.00	00594.51	-	-	-	0
6.426	00228.00	00018.00	00528.00	00575.41	-	-	-	0
6.431	00222.00	00018.00	00510.00	00556.51	-	-	-	0
6.435	00216.00	00012.00	00492.00	00537.46	-	-	-	0
6.440	00210.00	00012.00	00480.00	00524.06	-	-	-	0
6.444	00204.00	00012.00	00462.00	00505.18	-	-	-	0
6.449	00198.00	00006.00	00450.00	00491.67	-	-	-	0
6.453	00192.00	00006.00	00432.00	00472.78	-	-	-	0
6.458	00186.00	00006.00	00420.00	00459.38	-	-	-	0
6.462	00180.00	00006.00	00402.00	00440.50	-	-	-	0
6.467	00174.00	00006.00	00390.00	00427.10	-	-	-	0
6.471	00174.00	00006.00	00378.00	00416.17	-	-	-	0
6.476	00168.00	00006.00	00366.00	00402.76	-	-	-	0
6.480	00162.00	00006.00	00348.00	00383.91	-	-	-	0
6.485	00156.00	00006.00	00336.00	00370.50	-	-	-	0
6.489	00150.00	00006.00	00324.00	00357.09	-	-	-	0
6.494	00150.00	00006.00	00312.00	00346.24	-	-	-	0
6.498	00144.00	00006.00	00306.00	00338.24	-	-	-	0
6.503	00138.00	00000.00	00294.00	00324.78	-	-	-	0
6.507	00138.00	00000.00	00288.00	00319.36	-	-	-	0
6.512	00138.00	00000.00	00276.00	00308.58	-	-	-	0
6.516	00132.00	00000.00	00270.00	00300.54	-	-	-	0
6.521	00132.00	-00006.00	00264.00	00295.22	-	-	-	0
6.525	00132.00	-00006.00	00258.00	00289.87	-	-	-	0
6.530	00132.00	00000.00	00252.00	00284.48	-	-	-	0
6.534	00132.00	00000.00	00246.00	00279.18	-	-	-	0
6.539	00138.00	00000.00	00240.00	00276.85	-	-	-	0
6.543	00138.00	00006.00	00234.00	00271.73	-	-	-	0
6.548	00144.00	00006.00	00234.00	00274.82	-	-	-	0
6.552	00144.00	00012.00	00234.00	00275.02	-	-	-	0
6.557	00150.00	00018.00	00240.00	00283.59	-	-	-	0
6.561	00150.00	00018.00	00240.00	00283.59	-	-	-	0
6.566	00156.00	00024.00	00246.00	00292.28	-	-	-	0
6.570	00162.00	00030.00	00258.00	00306.12	-	-	-	0
6.575	00162.00	00036.00	00270.00	00316.92	-	-	-	0
6.579	00168.00	00042.00	00282.00	00330.93	-	-	-	0
6.584	00168.00	00048.00	00300.00	00347.17	-	-	-	0
6.588	00174.00	00048.00	00324.00	00370.89	-	-	-	0
6.593	00180.00	00054.00	00348.00	00395.50	-	-	-	0
6.597	00186.00	00054.00	00378.00	00424.73	-	-	-	0
6.602	00192.00	00060.00	00414.00	00460.28	-	-	-	0
6.607	00198.00	00060.00	00450.00	00495.28	-	-	-	0
6.611	00204.00	00066.00	00486.00	00531.19	-	-	-	0
6.616	00210.00	00066.00	00522.00	00566.52	-	-	-	0
6.620	00216.00	00066.00	00570.00	00613.12	-	-	-	0
6.625	00228.00	00066.00	00612.00	00656.42	-	-	-	0
6.630	00240.00	00066.00	00660.00	00705.38	-	-	-	0
6.634	00252.00	00060.00	00708.00	00753.90	-	-	-	0
6.639	00264.00	00060.00	00756.00	00803.01	-	-	-	0
6.644	00282.00	00054.00	00810.00	00859.38	-	-	-	0
6.649	00300.00	00048.00	00864.00	00915.86	-	-	-	0
6.653	00318.00	00048.00	00918.00	00972.70	-	-	-	0
6.658	00342.00	00042.00	00972.00	01031.27	-	-	-	0
6.663	00360.00	00042.00	01026.00	01088.14	-	-	-	0
6.668	00384.00	00042.00	01080.00	01147.00	-	-	-	0
6.672	00414.00	00042.00	01134.00	01207.94	-	-	-	0
6.677	00438.00	00048.00	01188.00	01267.08	-	-	-	0
6.682	00462.00	00054.00	01236.00	01320.63	-	-	-	0
6.687	00492.00	00060.00	01284.00	01376.34	-	-	-	0
6.692	00516.00	00072.00	01326.00	01424.68	-	-	-	0
6.697	00534.00	00090.00	01362.00	01465.71	-	-	-	0
6.701	00552.00	00108.00	01398.00	01506.91	-	-	-	0
6.706	00570.00	00126.00	01428.00	01542.71	-	-	-	0
6.711	00582.00	00144.00	01458.00	01576.46	-	-	-	0
6.716	00588.00	00162.00	01482.00	01602.60	-	-	-	0
6.721	00594.00	00180.00	01500.00	01623.34	-	-	-	0
6.726	00600.00	00192.00	01512.00	01637.99	-	-	-	0
6.731	00600.00	00204.00	01518.00	01644.97	-	-	-	0
6.735	00594.00	00210.00	01518.00	01643.55	-	-	-	0
6.740	00588.00	00216.00	01512.00	01636.63	-	-	-	0
6.745	00582.00	00222.00	01500.00	01624.19	-	-	-	0
6.750	00570.00	00222.00	01488.00	01608.83	-	-	-	0
6.755	00564.00	00222.00	01470.00	01590.06	-	-	-	0
6.759	00552.00	00222.00	01452.00	01569.17	-	-	-	0
6.764	00534.00	00222.00	01428.00	01540.66	-	-	-	0
6.769	00522.00	00216.00	01404.00	01513.39	-	-	-	0
6.774	00510.00	00210.00	01374.00	01480.57	-	-	-	0
6.778	00498.00	00204.00	01350.00	01453.31	-	-	-	0
6.783	00480.00	00198.00	01320.00	01418.45	-	-	-	0
6.788	00468.00	00192.00	01290.00	01385.64	-	-	-	0
6.792	00462.00	00180.00	01260.00	01354.05	-	-	-	0
6.797	00444.00	00174.00	01230.00	01319.21	-	-	-	0
6.802	00432.00	00168.00	01200.00	01286.41	-	-	-	0
6.806	00420.00	00156.00	01170.00	01252.85	-	-	-	0
6.811	00408.00	00150.00	01134.00	01214.46	-	-	-	0
6.816	00396.00	00138.00	01104.00	01180.96	-	-	-	0
6.820	00384.00	00132.00	01074.00	01148.20	-	-	-	0
6.825	00372.00	00120.00	01044.00	01114.77	-	-	-	0
6.829	00360.00	00108.00	01008.00	01075.79	-	-	-	0
6.834	00348.00	00096.00	00972.00	01036.87	-	-	-	0
6.839	00336.00	00084.00	00936.00	00998.02	-	-	-	0
6.843	00324.00	00072.00	00900.00	00959.25	-	-	-	0
6.848	00318.00	00060.00	00864.00	00922.62	-	-	-	0
6.852	00306.00	00048.00	00822.00	00878.42	-	-	-	0
6.857	00294.00	00042.00	00786.00	00840.24	-	-	-	0
6.861	00282.00	00030.00	00750.00	00801.83	-	-	-	0
6.866	00270.00	00024.00	00714.00	00763.72	-	-	-	0
6.870	00264.00	00018.00	00678.00	00727.81	-	-	-	0
6.875	00252.00	00012.00	00648.00	00695.38	-	-	-	0
6.880	00246.00	00006.00	00612.00	00659.62	-	-	-	0
6.884	00234.00	00006.00	00582.00	00627.31	-	-	-	0
6.889	00228.00	00000.00	00552.00	00597.23	-	-	-	0
6.893	00216.00	00000.00	00522.00	00564.92	-	-	-	0
6.898	00210.00	-00006.00	00498.00	00540.50	-	-	-	0
6.902	00204.00	-00006.00	00474.00	00516.07	-	-	-	0
6.907	00198.00	-00006.00	00456.00	00497.17	-	-	-	0
6.911	00192.00	-00012.00	00438.00	00478.38	-	-	-	0
6.916	00186.00	-00012.00	00420.00	00459.50	-	-	-	0
6.920	00186.00	-00012.00	00402.00	00443.11	-	-	-	0
6.925	00180.00	-00012.00	00390.00	00429.70	-	-	-	0
6.929	00174.00	-00012.00	00378.00	00416.30	-	-	-	0
6.934	00174.00	-00012.00	00366.00	00405.43	-	-	-	0
6.938	00168.00	-00012.00	00360.00	00397.45	-	-	-	0
6.943	00168.00	-00012.00	00348.00	00386.62	-	-	-	0
6.947	00162.00	-00012.00	00342.00	00378.62	-	-	-	0
6.952	00162.00	-00012.00	00336.00	00373.21	-	-	-	0
6.956	00156.00	-00012.00	00330.00	00365.21	-	-	-	0
6.961	00156.00	-00006.00	00324.00	00359.65	-	-	-	0
6.965	00150.00	-00006.00	00318.00	00351.65	-	-	-	0
6.970	00150.00	-00006.00	00318.00	00351.65	-	-	-	0
6.974	00144.00	-00006.00	00312.00	00343.68	-	-	-	0
6.979	00144.00	-00006.00	00306.00	00338.24	-	-	-	0
6.983	00138.00	-00006.00	00306.00	00335.73	-	-	-	0
6.988	00138.00	-00006.00	00300.00	00330.27	-	-	-	0
6.992	00138.00	-00006.00	00294.00	00324.83	-	-	-	0
6.997	00138.00	-00006.00	00294.00	00324.83	-	-	-	0
7.001	00138.00	-00006.00	00294.00	00324.83	-	-	-	0
7.006	00138.00	-00006.00	00288.00	00319.41	-	-	-	0
7.010	00138.00	-00006.00	00288.00	00319.41	-	-	-	0
7.015	00138.00	-00006.00	00288.00	00319.41	-	-	-	0
