Time	-Fx	-Fy	-Fz	Fres	-	-	-	Marker
2.157	00250.91	00130.91	01130.28	01165.17	-	-	-	0
2.163	00271.58	00136.23	01194.70	01232.73	-	-	-	0
2.172	00290.67	00143.03	01260.84	01301.79	-	-	-	0
2.175	00308.84	00150.23	01328.18	01371.86	-	-	-	0
2.181	00327.17	00157.76	01395.98	01442.46	-	-	-	0
2.184	00345.99	00166.50	01462.68	01512.24	-	-	-	0
2.187	00365.09	00176.28	01528.28	01581.14	-	-	-	0
2.196	00384.18	00186.86	01592.68	01648.98	-	-	-	0
2.199	00404.34	00198.20	01655.72	01715.87	-	-	-	0
2.202	00425.50	00210.07	01718.02	01782.35	-	-	-	0
2.208	00446.34	00223.03	01778.20	01846.88	-	-	-	0
2.211	00467.43	00237.50	01836.18	01909.57	-	-	-	0
2.214	00488.62	00253.42	01891.48	01969.94	-	-	-	0
2.217	00509.11	00270.12	01944.02	02027.65	-	-	-	0
2.220	00529.15	00288.11	01992.71	02081.80	-	-	-	0
2.223	00548.57	00306.96	02037.55	02132.31	-	-	-	0
2.226	00568.35	00326.47	02078.49	02179.38	-	-	-	0
2.232	00588.22	00346.34	02115.61	02223.01	-	-	-	0
2.235	00607.12	00365.11	02149.27	02263.02	-	-	-	0
2.238	00625.08	00382.90	02180.05	02299.99	-	-	-	0
2.242	00641.88	00399.71	02207.12	02333.06	-	-	-	0
2.244	00658.89	00415.62	02230.43	02362.56	-	-	-	0
2.251	00675.99	00430.70	02249.96	02388.47	-	-	-	0
2.254	00693.80	00444.47	02265.84	02411.01	-	-	-	0
2.260	00711.79	00456.11	02279.01	02430.75	-	-	-	0
2.263	00728.67	00466.79	02288.30	02446.46	-	-	-	0
2.266	00743.77	00475.62	02293.99	02458.01	-	-	-	0
2.269	00757.27	00482.88	02296.07	02465.47	-	-	-	0
2.272	00769.28	00488.68	02294.58	02468.95	-	-	-	0
2.281	00780.35	00492.18	02289.93	02468.80	-	-	-	0
2.284	00790.47	00493.75	02282.13	02465.11	-	-	-	0
2.287	00798.95	00492.35	02271.80	02458.01	-	-	-	0
2.290	00807.02	00488.50	02259.60	02448.61	-	-	-	0
2.296	00814.29	00483.40	02245.44	02436.95	-	-	-	0
2.299	00820.24	00476.97	02228.51	02422.10	-	-	-	0
2.305	00824.55	00468.46	02209.38	02404.31	-	-	-	0
2.308	00826.44	00459.30	02187.17	02382.79	-	-	-	0
2.311	00827.24	00449.57	02162.12	02358.22	-	-	-	0
2.317	00827.27	00439.39	02134.64	02331.12	-	-	-	0
2.320	00826.53	00429.67	02104.68	02301.62	-	-	-	0
2.326	00823.74	00420.13	02072.01	02268.98	-	-	-	0
2.329	00819.26	00410.48	02036.70	02233.35	-	-	-	0
2.335	00813.23	00399.58	02000.37	02196.02	-	-	-	0
2.337	00806.08	00387.68	01963.23	02157.39	-	-	-	0
2.341	00798.22	00375.10	01925.56	02117.94	-	-	-	0
2.346	00790.15	00361.93	01887.79	02078.24	-	-	-	0
2.349	00782.15	00348.68	01850.40	02038.95	-	-	-	0
2.355	00774.52	00335.45	01813.59	02000.38	-	-	-	0
2.361	00766.03	00321.78	01777.24	01961.87	-	-	-	0
2.364	00756.87	00308.71	01741.77	01924.04	-	-	-	0
2.367	00746.43	00296.22	01706.65	01886.15	-	-	-	0
2.370	00734.44	00283.24	01672.44	01848.43	-	-	-	0
2.376	00721.95	00269.00	01639.38	01811.39	-	-	-	0
2.378	00708.74	00254.52	01607.09	01774.78	-	-	-	0
2.381	00694.48	00240.63	01575.00	01738.05	-	-	-	0
2.384	00679.55	00227.28	01543.50	01701.71	-	-	-	0
2.387	00664.96	00213.38	01512.88	01666.29	-	-	-	0
2.390	00650.90	00198.90	01483.35	01632.04	-	-	-	0
2.396	00637.52	00183.90	01455.13	01599.27	-	-	-	0
2.404	00624.07	00169.40	01427.29	01566.94	-	-	-	0
2.407	00611.16	00155.57	01401.14	01536.53	-	-	-	0
2.410	00598.55	00143.34	01376.99	01508.28	-	-	-	0
2.413	00586.88	00132.59	01354.81	01482.40	-	-	-	0
2.416	00576.47	00123.57	01334.44	01458.87	-	-	-	0
2.419	00566.29	00117.19	01314.75	01436.31	-	-	-	0
2.422	00556.68	00113.11	01295.93	01414.97	-	-	-	0
2.425	00547.81	00111.05	01278.18	01395.05	-	-	-	0
2.428	00540.24	00109.80	01261.40	01376.61	-	-	-	0
2.431	00533.33	00108.04	01246.15	01359.78	-	-	-	0
2.434	00527.26	00105.97	01232.47	01344.70	-	-	-	0
2.439	00522.14	00103.74	01220.33	01331.39	-	-	-	0
2.442	00517.14	00101.34	01210.16	01319.92	-	-	-	0
2.445	00511.29	00099.03	01202.21	01310.17	-	-	-	0
2.448	00503.43	00096.67	01195.91	01301.15	-	-	-	0
2.454	00494.17	00093.14	01191.14	01292.94	-	-	-	0
2.460	00485.27	00088.92	01188.46	01286.80	-	-	-	0
2.462	00476.79	00084.14	01187.72	01282.61	-	-	-	0
2.466	00468.78	00078.83	01188.91	01280.42	-	-	-	0
2.468	00461.22	00073.10	01191.93	01280.14	-	-	-	0
2.474	00453.64	00066.01	01197.16	01281.93	-	-	-	0
2.480	00446.02	00057.73	01204.49	01285.72	-	-	-	0
2.486	00436.94	00048.13	01213.29	01290.47	-	-	-	0
2.489	00427.09	00038.21	01223.40	01296.37	-	-	-	0
2.492	00416.93	00028.75	01233.50	01302.37	-	-	-	0
2.494	00408.01	00019.92	01244.41	01309.74	-	-	-	0
2.497	00400.37	00012.41	01254.82	01317.21	-	-	-	0
2.500	00393.88	00005.97	01265.04	01324.95	-	-	-	0
2.503	00388.21	00000.40	01275.35	01333.12	-	-	-	0
2.506	00382.41	-00005.60	01286.25	01341.90	-	-	-	0
2.509	00376.36	-00012.13	01297.84	01351.36	-	-	-	0
2.521	00369.95	-00019.20	01310.21	01361.57	-	-	-	0
2.524	00363.73	-00025.96	01322.83	01372.17	-	-	-	0
2.527	00357.79	-00031.58	01334.54	01382.03	-	-	-	0
2.532	00351.91	-00036.38	01345.65	01391.38	-	-	-	0
2.538	00345.47	-00039.46	01356.47	01400.32	-	-	-	0
2.541	00338.97	-00040.36	01366.01	01408.02	-	-	-	0
2.547	00332.21	-00039.40	01374.44	01414.57	-	-	-	0
2.553	00324.95	-00036.90	01381.92	01420.09	-	-	-	0
2.562	00318.68	-00032.81	01389.22	01425.68	-	-	-	0
2.564	00312.63	-00027.70	01395.50	01430.36	-	-	-	0
2.568	00306.91	-00021.48	01401.74	01435.11	-	-	-	0
2.573	00301.10	-00014.35	01407.94	01439.85	-	-	-	0
2.576	00294.99	-00007.27	01414.32	01444.78	-	-	-	0
2.579	00289.75	-00000.10	01420.35	01449.60	-	-	-	0
2.582	00285.30	00005.89	01426.02	01454.29	-	-	-	0
2.585	00281.33	00010.81	01431.23	01458.66	-	-	-	0
2.588	00277.68	00014.74	01435.97	01462.64	-	-	-	0
2.591	00274.05	00017.75	01440.20	01466.15	-	-	-	0
2.594	00270.28	00019.91	01443.90	01469.11	-	-	-	0
2.597	00266.19	00021.13	01447.03	01471.46	-	-	-	0
2.603	00262.79	00021.55	01449.31	01473.10	-	-	-	0
2.606	00261.61	00021.39	01451.23	01474.78	-	-	-	0
2.609	00261.57	00020.12	01451.96	01475.47	-	-	-	0
2.611	00262.88	00017.81	01452.36	01476.07	-	-	-	0
2.617	00265.78	00015.28	01451.17	01475.38	-	-	-	0
2.623	00269.03	00013.35	01447.39	01472.24	-	-	-	0
2.626	00272.16	00012.62	01440.73	01466.27	-	-	-	0
2.629	00274.46	00013.50	01430.56	01456.71	-	-	-	0
2.632	00276.21	00015.60	01417.22	01443.97	-	-	-	0
2.635	00277.53	00018.51	01400.90	01428.24	-	-	-	0
2.641	00279.84	00021.42	01382.70	01410.90	-	-	-	0
2.646	00282.54	00024.94	01362.09	01391.31	-	-	-	0
2.649	00284.82	00028.14	01339.87	01370.10	-	-	-	0
2.652	00286.08	00029.93	01316.40	01347.46	-	-	-	0
2.667	00287.95	00030.42	01291.37	01323.43	-	-	-	0
2.673	00290.68	00030.60	01263.78	01297.14	-	-	-	0
2.678	00294.20	00030.48	01234.02	01268.97	-	-	-	0
2.684	00298.05	00029.39	01203.58	01240.28	-	-	-	0
2.696	00301.54	00028.30	01171.80	01210.31	-	-	-	0
2.699	00304.74	00027.17	01138.99	01179.37	-	-	-	0
2.704	00307.06	00025.03	01105.74	01147.85	-	-	-	0
2.707	00308.65	00022.37	01072.72	01116.47	-	-	-	0
2.716	00309.00	00018.08	01040.44	01085.51	-	-	-	0
2.719	00309.62	00012.82	01009.16	01055.67	-	-	-	0
2.724	00310.62	00006.83	00978.98	01027.10	-	-	-	0
2.727	00311.82	00001.49	00950.09	00999.96	-	-	-	0
2.730	00312.15	-00002.85	00922.86	00974.22	-	-	-	0
2.736	00312.16	-00005.32	00895.81	00948.66	-	-	-	0
2.739	00311.32	-00006.92	00869.23	00923.33	-	-	-	0
2.742	00311.01	-00008.53	00843.92	00899.45	-	-	-	0
2.744	00310.57	-00009.23	00818.79	00875.76	-	-	-	0
2.747	00309.89	-00009.98	00795.42	00853.71	-	-	-	0
2.750	00308.42	-00009.94	00772.75	00832.09	-	-	-	0
2.756	00305.60	-00010.30	00751.03	00810.89	-	-	-	0
2.759	00302.77	-00010.63	00730.40	00790.74	-	-	-	0
2.762	00300.53	-00010.61	00711.56	00772.49	-	-	-	0
2.770	00298.73	-00010.46	00692.99	00754.71	-	-	-	0
2.773	00298.08	-00010.82	00675.66	00738.57	-	-	-	0
2.776	00297.40	-00011.58	00658.72	00722.84	-	-	-	0
2.784	00296.68	-00012.45	00641.86	00707.22	-	-	-	0
2.790	00295.68	-00012.36	00624.57	00691.13	-	-	-	0
2.793	00295.24	-00012.06	00607.39	00675.46	-	-	-	0
2.799	00295.58	-00011.44	00590.24	00660.22	-	-	-	0
2.802	00295.62	-00010.70	00572.71	00644.59	-	-	-	0
2.807	00295.05	-00010.58	00554.90	00628.55	-	-	-	0
2.810	00294.29	-00010.55	00537.67	00613.03	-	-	-	0
2.813	00293.53	-00011.24	00522.45	00599.36	-	-	-	0
2.816	00293.08	-00012.34	00509.05	00587.52	-	-	-	0
2.822	00292.19	-00012.81	00496.27	00576.04	-	-	-	0
2.824	00290.41	-00011.79	00483.15	00563.83	-	-	-	0
2.827	00287.49	-00010.66	00470.18	00551.22	-	-	-	0
2.839	00283.39	-00010.36	00457.80	00538.51	-	-	-	0
2.844	00277.38	-00009.72	00444.91	00524.38	-	-	-	0
2.850	00270.65	-00009.78	00431.39	00509.35	-	-	-	0
2.853	00263.17	-00009.59	00417.11	00493.29	-	-	-	0
2.856	00255.36	-00009.25	00401.60	00476.00	-	-	-	0
2.858	00246.12	-00008.75	00384.48	00456.59	-	-	-	0
2.861	00235.80	-00008.08	00366.07	00435.52	-	-	-	0
2.864	00225.41	-00006.92	00347.78	00414.50	-	-	-	0
2.870	00214.75	-00004.38	00329.81	00393.59	-	-	-	0
2.873	00203.65	-00001.49	00312.47	00372.98	-	-	-	0
2.878	00193.29	00001.80	00295.36	00352.99	-	-	-	0
2.890	00183.59	00005.33	00278.59	00333.69	-	-	-	0
2.895	00174.93	00008.43	00262.62	00315.66	-	-	-	0
2.898	00166.71	00010.71	00246.09	00297.43	-	-	-	0
2.904	00159.64	00012.54	00230.31	00280.51	-	-	-	0
2.907	00153.50	00015.03	00214.79	00264.43	-	-	-	0
2.912	00147.95	00019.17	00199.03	00248.74	-	-	-	0
2.915	00143.23	00025.27	00183.93	00234.49	-	-	-	0
2.921	00139.35	00032.35	00171.04	00222.98	-	-	-	0
2.926	00135.81	00039.26	00160.68	00214.02	-	-	-	0
2.935	00132.02	00045.79	00151.36	00206.00	-	-	-	0
2.938	00129.41	00051.33	00143.67	00200.06	-	-	-	0
2.946	00126.54	00056.17	00136.84	00194.66	-	-	-	0
2.952	00122.08	00060.52	00130.09	00188.38	-	-	-	0
2.955	00115.61	00065.41	00122.66	00180.80	-	-	-	0
2.960	00108.53	00070.94	00114.21	00172.78	-	-	-	0
2.966	00102.10	00076.23	00105.65	00165.52	-	-	-	0
2.969	00096.42	00081.49	00097.06	00159.24	-	-	-	0
2.974	00091.61	00086.59	00089.87	00154.82	-	-	-	0
2.980	00087.26	00090.78	00084.29	00151.53	-	-	-	0
2.983	00082.86	00093.06	00080.65	00148.42	-	-	-	0
2.986	00078.54	00093.89	00078.76	00145.56	-	-	-	0
2.994	00074.02	00092.65	00078.93	00142.45	-	-	-	0
3.000	00068.46	00089.84	00081.57	00139.33	-	-	-	0
3.006	00061.66	00085.54	00085.25	00135.60	-	-	-	0
3.008	00055.11	00080.19	00090.44	00132.84	-	-	-	0
3.011	00048.90	00073.80	00097.58	00131.75	-	-	-	0
3.014	00043.02	00066.59	00106.77	00132.99	-	-	-	0
3.017	00037.27	00059.72	00116.27	00135.92	-	-	-	0
3.020	00031.65	00053.05	00126.34	00140.64	-	-	-	0
3.025	00027.24	00046.37	00136.53	00146.74	-	-	-	0
3.028	00024.60	00040.51	00146.05	00153.54	-	-	-	0
3.037	00023.04	00036.56	00155.60	00161.49	-	-	-	0
3.048	00021.57	00034.55	00166.11	00171.03	-	-	-	0
3.051	00019.52	00033.47	00178.62	00182.78	-	-	-	0
3.054	00017.93	00032.03	00193.90	00197.34	-	-	-	0
3.056	00016.66	00030.94	00210.06	00212.98	-	-	-	0
3.059	00016.76	00029.98	00226.55	00229.14	-	-	-	0
3.062	00017.90	00029.02	00243.54	00245.92	-	-	-	0
3.065	00020.01	00027.93	00261.14	00263.39	-	-	-	0
3.074	00022.80	00026.70	00279.44	00281.63	-	-	-	0
3.076	00026.11	00025.62	00298.97	00301.20	-	-	-	0
3.079	00029.34	00023.83	00319.88	00322.10	-	-	-	0
3.085	00032.67	00021.39	00341.79	00344.01	-	-	-	0
3.088	00037.01	00018.57	00364.65	00367.00	-	-	-	0
3.091	00042.86	00015.56	00388.57	00391.24	-	-	-	0
3.093	00050.24	00012.61	00414.28	00417.51	-	-	-	0
3.096	00057.97	00010.31	00440.85	00444.77	-	-	-	0
3.099	00066.42	00008.95	00469.51	00474.27	-	-	-	0
3.102	00073.59	00008.07	00499.38	00504.84	-	-	-	0
3.105	00080.47	00007.65	00529.80	00535.93	-	-	-	0
3.111	00086.32	00006.62	00561.22	00567.86	-	-	-	0
3.116	00092.32	00005.07	00593.24	00600.40	-	-	-	0
3.119	00097.72	00003.93	00625.13	00632.74	-	-	-	0
3.122	00102.93	00003.60	00656.30	00664.33	-	-	-	0
3.125	00108.38	00002.92	00686.97	00695.47	-	-	-	0
3.128	00115.54	00002.18	00718.34	00727.57	-	-	-	0
3.136	00123.27	00002.12	00749.89	00759.95	-	-	-	0
3.139	00131.38	00002.52	00782.19	00793.15	-	-	-	0
3.145	00139.80	00003.19	00815.81	00827.71	-	-	-	0
3.148	00148.57	00004.88	00849.86	00862.76	-	-	-	0
3.151	00157.64	00006.65	00886.33	00900.27	-	-	-	0
3.154	00167.17	00009.29	00924.17	00939.21	-	-	-	0
3.159	00177.11	00012.53	00964.05	00980.26	-	-	-	0
3.162	00188.18	00016.96	01006.24	01023.83	-	-	-	0
3.165	00200.46	00021.90	01050.66	01069.84	-	-	-	0
3.168	00214.61	00028.09	01096.80	01117.96	-	-	-	0
3.177	00230.34	00035.10	01145.50	01168.96	-	-	-	0
3.180	00246.55	00043.92	01195.79	01221.73	-	-	-	0
3.183	00263.30	00054.28	01247.93	01276.56	-	-	-	0
3.186	00282.07	00066.03	01301.58	01333.43	-	-	-	0
3.189	00303.73	00079.17	01356.61	01392.45	-	-	-	0
3.194	00328.15	00093.62	01413.04	01453.66	-	-	-	0
3.200	00354.99	00109.53	01471.24	01517.42	-	-	-	0
3.203	00383.03	00127.72	01529.68	01582.07	-	-	-	0
3.206	00411.15	00146.58	01588.43	01647.32	-	-	-	0
3.218	00439.55	00166.45	01647.91	01713.63	-	-	-	0
3.224	00467.23	00185.86	01707.77	01780.26	-	-	-	0
3.227	00492.75	00204.41	01766.74	01845.53	-	-	-	0
3.230	00517.32	00221.90	01824.16	01909.03	-	-	-	0
3.233	00540.30	00237.25	01879.86	01970.30	-	-	-	0
3.236	00563.30	00250.62	01934.09	02029.98	-	-	-	0
3.239	00586.81	00263.10	01986.22	02087.73	-	-	-	0
3.243	00610.09	00275.47	02035.78	02143.01	-	-	-	0
3.249	00631.83	00287.18	02082.16	02194.78	-	-	-	0
3.252	00651.68	00298.76	02124.79	02242.47	-	-	-	0
3.255	00670.63	00310.87	02163.47	02286.26	-	-	-	0
3.258	00687.31	00323.16	02197.49	02325.04	-	-	-	0
3.261	00701.90	00335.34	02227.16	02359.10	-	-	-	0
3.267	00714.56	00347.07	02252.55	02388.52	-	-	-	0
3.270	00724.66	00358.89	02273.07	02412.63	-	-	-	0
3.273	00732.27	00370.48	02288.85	02431.52	-	-	-	0
3.282	00737.53	00381.62	02300.18	02445.49	-	-	-	0
3.285	00740.64	00391.21	02307.70	02455.01	-	-	-	0
3.288	00741.65	00399.21	02311.53	02460.20	-	-	-	0
3.291	00742.09	00405.67	02311.74	02461.59	-	-	-	0
3.297	00741.74	00410.59	02308.46	02459.21	-	-	-	0
3.300	00740.38	00413.94	02301.82	02453.14	-	-	-	0
3.303	00737.89	00415.68	02291.93	02443.40	-	-	-	0
3.306	00735.62	00415.96	02278.93	02430.57	-	-	-	0
3.318	00733.19	00414.77	02262.91	02414.61	-	-	-	0
3.324	00730.25	00411.45	02243.80	02395.24	-	-	-	0
3.327	00726.74	00406.05	02222.01	02372.83	-	-	-	0
3.333	00722.81	00398.80	02198.54	02348.42	-	-	-	0
3.336	00718.94	00390.73	02173.40	02322.33	-	-	-	0
3.342	00714.08	00382.68	02145.93	02293.76	-	-	-	0
3.348	00709.12	00374.93	02116.70	02263.59	-	-	-	0
3.351	00704.39	00368.20	02085.10	02231.45	-	-	-	0
3.354	00701.31	00362.36	02051.41	02198.05	-	-	-	0
3.363	00700.04	00356.24	02017.06	02164.60	-	-	-	0
3.369	00700.24	00349.95	01982.42	02131.38	-	-	-	0
3.374	00701.47	00343.15	01947.06	02097.83	-	-	-	0
3.377	00702.06	00336.06	01910.37	02062.85	-	-	-	0
3.380	00701.46	00327.47	01873.19	02026.85	-	-	-	0
3.383	00700.00	00317.65	01835.81	01990.25	-	-	-	0
3.386	00697.86	00306.75	01798.54	01953.42	-	-	-	0
3.389	00695.32	00295.02	01761.56	01916.66	-	-	-	0
3.395	00692.56	00282.55	01725.07	01880.25	-	-	-	0
3.398	00689.31	00269.55	01688.21	01843.33	-	-	-	0
3.404	00685.62	00254.94	01652.67	01807.32	-	-	-	0
3.407	00681.20	00239.84	01617.83	01771.70	-	-	-	0
3.409	00676.10	00225.28	01584.02	01736.94	-	-	-	0
3.412	00670.10	00212.39	01551.38	01703.21	-	-	-	0
3.415	00664.07	00201.14	01519.99	01670.87	-	-	-	0
3.418	00657.04	00192.20	01488.85	01638.69	-	-	-	0
3.421	00649.31	00185.30	01458.14	01606.90	-	-	-	0
3.424	00641.29	00180.21	01428.09	01575.81	-	-	-	0
3.433	00632.50	00175.55	01399.21	01545.53	-	-	-	0
3.436	00623.22	00171.66	01372.07	01516.73	-	-	-	0
3.439	00613.61	00168.81	01347.15	01489.91	-	-	-	0
3.447	00604.88	00166.08	01324.96	01465.94	-	-	-	0
3.450	00597.21	00162.99	01305.76	01445.07	-	-	-	0
3.459	00590.98	00158.96	01289.83	01427.65	-	-	-	0
3.465	00586.20	00154.34	01276.90	01413.48	-	-	-	0
3.470	00581.18	00149.36	01265.88	01400.90	-	-	-	0
3.473	00575.06	00144.05	01256.57	01389.40	-	-	-	0
3.479	00567.86	00139.50	01248.60	01378.74	-	-	-	0
3.482	00559.34	00134.97	01242.24	01369.03	-	-	-	0
3.485	00550.84	00130.60	01237.06	01360.44	-	-	-	0
3.488	00543.07	00125.35	01233.08	01353.19	-	-	-	0
3.494	00535.78	00118.37	01231.73	01348.42	-	-	-	0
3.497	00529.38	00110.72	01231.48	01345.01	-	-	-	0
3.502	00523.86	00102.58	01232.44	01343.08	-	-	-	0
3.505	00518.38	00094.99	01233.65	01341.51	-	-	-	0
3.511	00513.05	00087.92	01235.25	01340.45	-	-	-	0
3.517	00507.98	00081.45	01237.38	01340.07	-	-	-	0
3.520	00503.31	00075.69	01240.06	01340.45	-	-	-	0
3.528	00498.84	00070.96	01243.13	01341.36	-	-	-	0
3.531	00495.13	00067.39	01247.62	01343.97	-	-	-	0
3.534	00491.27	00065.44	01253.82	01348.22	-	-	-	0
3.537	00486.86	00064.67	01260.34	01352.65	-	-	-	0
3.540	00482.03	00065.16	01267.29	01357.43	-	-	-	0
3.549	00476.92	00066.92	01274.69	01362.63	-	-	-	0
3.555	00470.89	00068.92	01282.89	01368.32	-	-	-	0
3.561	00464.92	00070.42	01292.78	01375.65	-	-	-	0
3.564	00458.36	00070.62	01304.55	01384.53	-	-	-	0
3.566	00452.48	00069.93	01317.43	01394.73	-	-	-	0
3.575	00448.36	00068.67	01330.91	01406.08	-	-	-	0
3.581	00445.50	00066.92	01344.80	01418.25	-	-	-	0
3.584	00443.74	00064.87	01358.92	01431.00	-	-	-	0
3.587	00442.93	00062.58	01373.20	01444.22	-	-	-	0
3.593	00442.96	00060.12	01387.56	01457.80	-	-	-	0
3.599	00444.16	00057.78	01402.71	01472.49	-	-	-	0
3.607	00446.00	00056.36	01417.84	01487.40	-	-	-	0
3.613	00447.87	00055.83	01431.60	01501.06	-	-	-	0
3.622	00449.60	00056.95	01443.39	01512.87	-	-	-	0
3.625	00449.72	00059.08	01452.68	01521.84	-	-	-	0
3.628	00449.18	00061.09	01459.40	01528.18	-	-	-	0
3.631	00448.31	00062.91	01463.68	01532.09	-	-	-	0
3.634	00447.74	00064.78	01466.57	01534.76	-	-	-	0
3.637	00446.69	00067.48	01467.03	01535.01	-	-	-	0
3.640	00445.80	00069.67	01465.20	01533.10	-	-	-	0
3.649	00444.51	00070.33	01461.34	01529.07	-	-	-	0
3.654	00444.20	00069.88	01455.63	01523.50	-	-	-	0
3.660	00444.21	00068.10	01446.97	01515.15	-	-	-	0
3.663	00443.04	00064.65	01435.01	01503.24	-	-	-	0
3.666	00441.43	00059.90	01421.14	01489.33	-	-	-	0
3.678	00438.06	00053.96	01404.58	01472.29	-	-	-	0
3.684	00432.55	00047.69	01384.92	01451.68	-	-	-	0
3.689	00424.26	00040.78	01362.56	01427.67	-	-	-	0
3.692	00414.55	00033.74	01338.07	01401.22	-	-	-	0
3.695	00403.99	00026.77	01312.93	01373.94	-	-	-	0
3.698	00391.86	00020.49	01286.50	01345.01	-	-	-	0
3.701	00378.37	00014.90	01259.14	01314.85	-	-	-	0
3.704	00363.60	00009.89	01231.12	01283.73	-	-	-	0
3.707	00349.11	00005.39	01202.27	01251.94	-	-	-	0
3.709	00336.46	00001.51	01173.46	01220.74	-	-	-	0
3.712	00325.97	-00000.94	01143.53	01189.08	-	-	-	0
3.718	00317.32	-00002.13	01112.81	01157.17	-	-	-	0
3.721	00309.85	-00003.14	01082.88	01126.34	-	-	-	0
3.724	00303.51	-00004.10	01053.87	01096.71	-	-	-	0
3.727	00297.56	-00003.63	01025.67	01067.97	-	-	-	0
3.730	00291.89	-00002.16	00997.37	01039.20	-	-	-	0
3.733	00287.36	-00000.72	00970.05	01011.71	-	-	-	0
3.741	00283.14	00001.67	00942.80	00984.40	-	-	-	0
3.744	00279.58	00005.80	00914.49	00956.29	-	-	-	0
3.747	00275.87	00010.46	00885.80	00927.83	-	-	-	0
3.750	00272.16	00015.85	00856.86	00899.19	-	-	-	0
3.753	00269.45	00021.30	00828.76	00871.72	-	-	-	0
3.758	00265.98	00026.60	00800.77	00844.21	-	-	-	0
3.764	00263.19	00031.52	00773.70	00817.84	-	-	-	0
3.770	00260.28	00035.29	00748.11	00792.88	-	-	-	0
3.775	00257.09	00039.26	00723.78	00769.09	-	-	-	0
3.781	00253.77	00043.82	00700.37	00746.22	-	-	-	0
3.787	00249.63	00047.88	00678.01	00724.09	-	-	-	0
3.790	00244.16	00051.07	00657.36	00703.10	-	-	-	0
3.793	00237.59	00054.11	00638.81	00683.70	-	-	-	0
3.798	00229.36	00056.19	00622.23	00665.53	-	-	-	0
3.801	00220.20	00056.59	00606.91	00648.09	-	-	-	0
3.804	00210.04	00055.86	00592.46	00631.07	-	-	-	0
3.810	00199.77	00053.35	00579.59	00615.37	-	-	-	0
3.815	00190.50	00049.42	00567.43	00600.59	-	-	-	0
3.818	00182.49	00044.88	00556.08	00586.98	-	-	-	0
3.821	00175.48	00039.97	00545.45	00574.37	-	-	-	0
3.824	00169.25	00034.90	00535.23	00562.44	-	-	-	0
3.827	00163.69	00029.82	00525.36	00551.08	-	-	-	0
3.830	00158.59	00024.85	00515.76	00540.16	-	-	-	0
3.833	00154.93	00019.99	00505.94	00529.51	-	-	-	0
3.835	00151.78	00014.00	00496.37	00519.25	-	-	-	0
3.841	00149.52	00007.29	00488.17	00510.61	-	-	-	0
3.850	00148.22	00000.70	00480.01	00502.37	-	-	-	0
3.855	00147.63	-00006.19	00472.27	00494.84	-	-	-	0
3.858	00148.50	-00012.54	00463.97	00487.31	-	-	-	0
3.861	00149.89	-00017.62	00454.52	00478.92	-	-	-	0
3.869	00151.27	-00022.70	00444.62	00470.19	-	-	-	0
3.878	00153.10	-00026.89	00433.12	00460.17	-	-	-	0
3.884	00154.66	-00031.46	00421.64	00450.21	-	-	-	0
3.889	00155.67	-00035.20	00410.51	00440.45	-	-	-	0
3.892	00157.10	-00036.99	00399.43	00430.81	-	-	-	0
3.895	00158.97	-00036.98	00387.23	00420.23	-	-	-	0
3.901	00160.58	-00036.45	00374.45	00409.06	-	-	-	0
3.906	00162.16	-00035.51	00361.49	00397.79	-	-	-	0
3.909	00162.78	-00034.33	00348.24	00385.94	-	-	-	0
3.915	00162.02	-00032.17	00334.14	00372.74	-	-	-	0
3.918	00159.34	-00028.11	00318.51	00357.25	-	-	-	0
3.923	00155.96	-00023.27	00302.99	00341.56	-	-	-	0
3.926	00152.37	-00018.63	00288.16	00326.50	-	-	-	0
3.929	00149.78	-00014.22	00273.45	00312.11	-	-	-	0
3.935	00148.27	-00010.71	00260.51	00299.94	-	-	-	0
3.938	00146.61	-00007.06	00248.15	00288.32	-	-	-	0
3.940	00145.00	-00003.33	00236.48	00277.42	-	-	-	0
3.943	00143.63	00000.56	00225.49	00267.35	-	-	-	0
3.949	00142.67	00004.57	00215.21	00258.24	-	-	-	0
3.952	00140.52	00008.66	00204.91	00248.61	-	-	-	0
3.954	00137.44	00012.90	00194.74	00238.70	-	-	-	0
3.957	00133.82	00017.37	00184.72	00228.76	-	-	-	0
3.963	00130.76	00021.30	00176.18	00220.43	-	-	-	0
3.966	00128.33	00024.85	00168.96	00213.62	-	-	-	0
3.971	00126.37	00027.46	00164.33	00209.11	-	-	-	0
3.974	00125.48	00030.13	00161.14	00206.44	-	-	-	0
3.977	00123.95	00032.91	00158.46	00203.85	-	-	-	0
3.983	00122.05	00035.95	00156.37	00201.60	-	-	-	0
3.988	00119.98	00039.32	00155.03	00199.94	-	-	-	0
3.991	00117.90	00042.53	00154.11	00198.64	-	-	-	0
3.997	00114.94	00046.82	00152.61	00196.71	-	-	-	0
4.000	00111.34	00052.16	00150.84	00194.61	-	-	-	0
4.005	00106.95	00057.68	00149.41	00192.59	-	-	-	0
4.014	00102.97	00063.80	00148.50	00191.64	-	-	-	0
4.017	00099.86	00069.24	00147.78	00191.33	-	-	-	0
4.019	00097.68	00074.31	00147.34	00191.77	-	-	-	0
4.022	00096.39	00079.21	00147.39	00193.11	-	-	-	0
4.025	00095.96	00084.24	00147.93	00195.42	-	-	-	0
4.028	00095.95	00088.63	00149.61	00198.61	-	-	-	0
